Library ID,Game ID,Name (English),Name (Japanese),Codes,Damage,Element,Rarity,MB,Category,Version
99,101,Discord,,DTV*,0,obj,2,20,Standard,Both
100,102,Timpani,,PTZ*,0,obj,2,20,Standard,Both
101,7,Silence,,CMR*,0,obj,2,20,Standard,Both
102,103,VDoll,,IOY,10,obj,2,58,Standard,Both
103,88,Guard1,,ALV*,50,none,1,4,Standard,Both
104,89,Guard2,,CGP*,80,none,2,10,Standard,Both
105,90,Guard3,,FRT*,110,none,3,16,Standard,Both
106,91,CrakOut,,*,0,ground,1,4,Standard,Both
107,92,DublCrack,,BLR*,0,ground,1,7,Standard,Both
108,93,TripCrack,,BLR*,0,ground,1,10,Standard,Both
109,107,Recov10,リカバリー10,ALN*,0,recov,1,8,Standard,Both
110,108,Recov30,リカバリー30,FHR*,0,recov,1,16,Standard,Both
111,109,Recov50,リカバリー50,ELS*,0,recov,1,24,Standard,Both
112,110,Recov80,リカバリー80,BJO*,0,recov,2,32,Standard,Both
113,111,Recov120,リカバリー120,FJQ*,0,recov,2,40,Standard,Both
114,112,Recov150,リカバリー150,CTZ,0,recov,3,48,Standard,Both
115,113,Recov200,リカバリー200,HMW,0,recov,3,56,Standard,Both
116,114,Recov300,リカバリー300,JNY,0,recov,4,64,Standard,Both
117,115,Repair,,IPR*,0,recov,1,5,Standard,Both
118,116,PanlGrab,パネルスチール,KOY,0,none,1,6,Standard,Both
119,117,AreaGrab,アリアスチール,EMS*,0,none,1,8,Standard,Both
120,95,MetaGel,,KTZ,0,aqua,4,52,Standard,Both
121,119,GrabBnsh,,EKP,0,none,3,24,Standard,Both
122,118,GrabRvng,,DJN,0,none,4,48,Standard,Both
123,122,PnlRetrn,,*,0,none,2,14,Standard,Both
124,123,Geddon1,,JKW,0,ground,3,34,Standard,Both
125,124,Geddon2,,NTY,0,ground,3,47,Standard,Both
126,125,Geddon3,,HQU,0,none,4,62,Standard,Both
127,120,SloGauge,,EHV*,0,none,3,22,Standard,Both
128,121,FstGauge,,IQU*,0,none,3,32,Standard,Both
129,129,Blinder,,*,0,none,2,9,Standard,Both
130,138,NrthWind,,ENT*,0,wind,3,33,Standard,Both
131,139,HolyPanl,,*,0,none,2,24,Standard,Both
132,82,Hole,,*,0,none,3,23,Standard,Both
133,133,Invis,,*,0,invis,3,12,Standard,Both
134,134,PopUp,,JPY*,0,invis,3,21,Standard,Both
135,135,Barrier,,ADZ*,0,none,2,7,Standard,Both
136,136,Barr100,,PQW,0,none,3,27,Standard,Both
137,137,Barr200,,IOU,0,none,4,47,Standard,Both
138,140,AntiFire,,K,0,fire,3,58,Standard,Both
139,141,AntiWatr,,D,0,aqua,3,54,Standard,Both
140,142,AntiElec,,H,0,elec,3,59,Standard,Both
141,143,AntiWood,,M,0,wood,3,55,Standard,Both
142,145,AntiDmg,,KMR,0,none,3,31,Standard,Both
143,146,AntiSwrd,,CIN*,0,sword,3,43,Standard,Both
144,144,AntiNavi,,JMT,0,none,4,44,Standard,Both
145,147,AntiRecv,,BDG*,0,none,3,37,Standard,Both
146,148,CopyDmg,,*,0,none,2,12,Standard,Both
147,28,LifeSync,,NQY,0,none,2,12,Standard,Both
148,149,Atk+10,アタック＋10,*,0,num,1,6,Standard,Both
149,150,Navi+20,,*,0,num,3,36,Standard,Both
150,127,ColorPt,,*,0,num,2,25,Standard,Both
1,220,SuprVulc,,V,10,none,4,75,Mega,Both
2,217,NeoVari,,N,240,sword,5,74,Mega,Both
3,210,ShotStar,,R,40,fire,5,73,Mega,Both
4,215,GodHammr,,G,250,obj,4,68,Mega,Both
5,203,Guardian,,O,200,obj,4,64,Mega,Both
6,212,Jealousy,,J,80,none,4,35,Mega,Both
7,211,BugChain,,*,0,none,4,59,Mega,Both
8,206,BugFix,,B*,0,none,4,62,Mega,Both
9,209,FullCust,,*,0,none,4,45,Mega,Both
10,201,LifeAura,,D,0,none,5,70,Mega,Both
11,208,Snctuary,,S,0,none,4,62,Mega,Both
12,205,Atk+30,,*,0,num,4,66,Mega,Both
13,207,DblPoint,,*,0,num,4,50,Mega,Both
14,202,Muramasa,,M,???,sword,5,81,Mega,Both
15,204,Anubis,,A,0,obj,5,86,Mega,Both
16,213,ElemDark,,E,220,none,4,38,Mega,Both
17,214,BlakWing,,W,20,none,4,58,Mega,Both
18,216,DrkLine,,L*,0,none,4,59,Mega,Both
19,221,Roll,,R,20,recov,4,28,Mega,Red
20,222,RollSP,,R,???,recov,5,60,Mega,Red
21,223,RollDS,,R,???,recov,5,60,Mega,Red
22,224,GutsMan,,G,80,ground,4,32,Mega,Red
23,225,GutsManSP,,G,???,ground,4,68,Mega,Red
24,226,GutsManDS,,G,???,ground,4,68,Mega,Red
25,227,WindMan,,W,40,wind,4,48,Mega,Red
26,228,WindManSP,,W,???,wind,5,64,Mega,Red
27,229,WindManDS,,W,???,wind,5,64,Mega,Red
28,230,SearchMan,,S,20,invis,4,45,Mega,Red
29,231,SearchManSP,,S,???,invis,5,45,Mega,Red
30,232,SearchManDS,,S,???,invis,5,70,Mega,Red
31,233,FireMan,,F,100,fire,4,35,Mega,Red
32,234,FireManSP,,F,???,fire,5,72,Mega,Red
33,235,FireManDS,,F,???,fire,5,72,Mega,Red
34,236,ThunMan,,T,90,elec,4,48,Mega,Red
35,237,ThunManSP,,T,???,elec,5,68,Mega,Red
36,238,ThunManDS,,T,???,elec,5,68,Mega,Red
19,239,ProtoMan,,B,100,sword,4,54,Mega,Blue
20,240,ProtoManSP,,B,???,sword,5,79,Mega,Blue
21,241,ProtoManDS,,B,???,sword,5,79,Mega,Blue
22,242,NumberMan,,N,30,num,4,33,Mega,Blue
23,243,NumberManSP,,N,???,num,5,66,Mega,Blue
24,244,NumberManDS,,N,???,num,5,66,Mega,Blue
25,245,MetalMan,,M,160,break,4,52,Mega,Blue
26,246,MetalManSP,,M,???,break,5,76,Mega,Blue
27,247,MetalManDS,,M,???,break,5,76,Mega,Blue
28,248,JunkMan,,J,100,obj,4,80,Mega,Blue
29,249,JunkManSP,,J,???,obj,5,80,Mega,Blue
30,250,JunkManDS,,J,???,obj,5,80,Mega,Blue
31,251,AquaMan,,A,70,aqua,4,41,Mega,Blue
32,252,AquaManSP,,A,???,aqua,5,62,Mega,Blue
33,253,AquaManDS,,A,???,aqua,5,62,Mega,Blue
34,254,WoodMan,,W,130,wood,4,50,Mega,Blue
35,255,WoodManSP,,W,???,wood,5,76,Mega,Blue
36,256,WoodManDS,,W,???,wood,5,76,Mega,Blue
37,257,TopMan,,T,20,break,4,54,Mega,Both
38,258,TopManSP,,T,???,break,5,71,Mega,Both
39,259,TopManDS,,T,???,break,5,71,Mega,Both
40,263,BurnerMan,,B,60,fire,4,46,Mega,Both
41,264,BurnerManSP,,B,???,fire,5,69,Mega,Both
42,265,BurnerManDS,,B,???,fire,5,69,Mega,Both
43,266,ColdMan,,C,100,aqua,4,53,Mega,Both
44,267,ColdManSP,,C,???,aqua,5,72,Mega,Both
45,268,ColdManDS,,C,???,aqua,5,72,Mega,Both
46,269,SparkMan,,S,70,elec,4,55,Mega,Both
47,270,SparkManSP,,S,???,elec,5,77,Mega,Both
48,271,SparkManDS,,S,???,elec,5,77,Mega,Both
49,260,ShadeMan,,X,120,none,4,73,Mega,Both
50,261,ShadeManSP,,X,???,none,5,88,Mega,Both
51,262,ShadeManDS,,X,???,none,5,88,Mega,Both
52,272,LaserMan,,L,100,none,4,60,Mega,Both
53,273,LaserManSP,,L,???,none,5,80,Mega,Both
54,274,LaserManDS,,L,???,none,5,80,Mega,Both
55,275,KendoMan,,K,70,none,4,45,Mega,Both
56,276,KendoManSP,,K,???,none,5,75,Mega,Both
57,277,KendoManDS,,K,???,none,5,75,Mega,Both
58,278,VideoMan,,V,25,none,4,44,Mega,Both
59,279,VideoManSP,,V,???,none,5,67,Mega,Both
60,280,VideoManDS,,V,???,none,5,67,Mega,Both
1,304,RedSun,,R,???,none,5,90,Giga,Red
2,307,HolyDrem,,H,50,none,5,92,Giga,Red
3,301,Bass,,X,60,none,5,95,Giga,Red
4,310,BugCharg,,C,80,none,5,77,Giga,Red
5,308,BlakBarr,,A,0,none,5,87,Giga,Red
1,309,BlueMoon,,B,200,none,5,90,Giga,Blue
2,305,SignlRed,,S,0,obj,5,61,Giga,Blue
3,306,BassAnly,,X,160,none,5,95,Giga,Blue
4,303,BugCurse,,S (C?),0,none,5,73,Giga,Blue
5,302,DeltaRay,,Z,260,sword,4,82,Giga,Blue
1,151,RollAro1,,AFW,50,none,2,32,Secret,Both
2,152,RollAro2,,DRW,70,none,3,38,Secret,Both
3,153,RollAro3,,QYZ,90,none,4,44,Secret,Both
4,154,GutPnch1,,BEN,100,none,2,22,Secret,Both
5,155,GutPnch2,,GPY,140,none,3,36,Secret,Both
6,156,GutPnch3,,MQT,180,none,4,50,Secret,Both
7,157,PropBom1,,EGP*,120,none,2,18,Secret,Both
8,158,PropBom2,,FVZ*,160,none,3,26,Secret,Both
9,159,PropBom3,,HJQ,200,none,4,34,Secret,Both
10,160,SeekBom1,,BRS*,80,none,2,25,Secret,Both
11,161,SeekBom2,,CIO,110,none,3,35,Secret,Both
12,162,SeekBom3,,MUW,140,none,4,45,Secret,Both
13,163,Meteors1,,GLS*,50,fire,2,15,Secret,Both
14,164,Meteors2,,MQT,60,fire,3,23,Secret,Both
15,165,Meteors3,,CRZ,70,fire,4,31,Secret,Both
16,166,Ligtnin1,,LTW*,100,elec,2,33,Secret,Both
17,167,Ligtnin2,,AEV,130,elec,3,37,Secret,Both
18,168,Ligtnin3,,HJQ,160,elec,4,41,Secret,Both
19,169,HawkCut1,,HNO,80,sword,2,40,Secret,Both
20,170,HawkCut2,,FSV,90,sword,3,50,Secret,Both
21,171,HawkCut3,,INZ,100,sword,4,60,Secret,Both
22,172,NumbrBl1,,ELW,???,none,2,28,Secret,Both
23,173,NumbrBl2,,AEP,???,none,3,35,Secret,Both
24,174,NumbrBl3,,LTY,???,none,4,42,Secret,Both
25,175,MetlGer1,,AMP*,100,break,2,20,Secret,Both
26,176,MetlGer2,,CEG*,130,break,3,28,Secret,Both
27,177,MetlGer3,,ILQ*,160,break,4,36,Secret,Both
28,178,PanlSht1,,AHS*,100,ground,2,19,Secret,Both
29,179,PanlSht2,,CGT*,60,ground,3,25,Secret,Both
30,180,PanlSht3,,FJN*,80,ground,4,31,Secret,Both
31,181,AquaUp1,,BSZ,110,aqua,2,22,Secret,Both
32,182,AquaUp2,,IPU,140,aqua,3,28,Secret,Both
33,183,AquaUp3,,FKW,170,aqua,4,34,Secret,Both
34,184,GreenWd1,,GJY,120,wood,2,35,Secret,Both
35,185,GreenWd2,,DKP,140,wood,3,40,Secret,Both
36,186,GreenWd3,,ENP,160,wood,4,45,Secret,Both
37,219,GunSolEX,,G,???,none,5,80,Secret,Both
38,218,Z Saver,,Z,100,sword,5,80,Secret,Both
??,??,PrixPowr,,G,200,none,?,?,Secret,Both
??,??,Duo,,D,200,none,?,?,Secret,Both
39,239,ProtoMan,,B,100,sword,4,54,Secret,Red
40,240,ProtoManSP,,B,???,sword,5,79,Secret,Red
41,241,ProtoManDS,,B,???,sword,5,79,Secret,Red
42,242,NumberMan,,N,30,num,4,33,Secret,Red
43,243,NumberManSP,,N,???,num,5,66,Secret,Red
44,244,NumberManDS,,N,???,num,5,66,Secret,Red
45,245,MetalMan,,M,160,break,4,52,Secret,Red
46,246,MetalManSP,,M,???,break,5,76,Secret,Red
47,247,MetalManDS,,M,???,break,5,76,Secret,Red
48,248,JunkMan,,J,100,obj,4,80,Secret,Red
49,249,JunkManSP,,J,???,obj,5,80,Secret,Red
50,250,JunkManDS,,J,???,obj,5,80,Secret,Red
51,251,AquaMan,,A,70,aqua,4,41,Secret,Red
52,252,AquaManSP,,A,???,aqua,5,62,Secret,Red
53,253,AquaManDS,,A,???,aqua,5,62,Secret,Red
54,254,WoodMan,,W,130,wood,4,50,Secret,Red
55,255,WoodManSP,,W,???,wood,5,76,Secret,Red
56,256,WoodManDS,,W,???,wood,5,76,Secret,Red
39,221,Roll,,R,20,recov,4,28,Secret,Blue
40,222,RollSP,,R,???,recov,5,60,Secret,Blue
41,223,RollDS,,R,???,recov,5,60,Secret,Blue
42,224,GutsMan,,G,80,ground,4,32,Secret,Blue
43,225,GutsManSP,,G,???,ground,4,68,Secret,Blue
44,226,GutsManDS,,G,???,ground,4,68,Secret,Blue
45,227,WindMan,,W,40,wind,4,48,Secret,Blue
46,228,WindManSP,,W,???,wind,5,64,Secret,Blue
47,229,WindManDS,,W,???,wind,5,64,Secret,Blue
48,230,SearchMan,,S,20,invis,4,45,Secret,Blue
49,231,SearchManSP,,S,???,invis,5,45,Secret,Blue
50,232,SearchManDS,,S,???,invis,5,70,Secret,Blue
51,233,FireMan,,F,100,fire,4,35,Secret,Blue
52,234,FireManSP,,F,???,fire,5,72,Secret,Blue
53,235,FireManDS,,F,???,fire,5,72,Secret,Blue
54,236,ThunMan,,T,90,elec,4,48,Secret,Blue
55,237,ThunManSP,,T,???,elec,5,68,Secret,Blue
56,238,ThunManDS,,T,???,elec,5,68,Secret,Blue
?,?,DrkCanon,,?,???,none,?,?,Dark,Both
?,?,DrkVulcn,,?,20 * 24,none,?,?,Dark,Both
?,?,DrkSpred,,?,400,none,?,?,Dark,Both
?,?,DarkBomb,,?,200,none,?,?,Dark,Both
?,?,DrkSword,,?,500,none,?,?,Dark,Both
?,?,DrkLance,,?,400,none,?,?,Dark,Both
?,?,DrkRecov,,?,0,none,?,?,Dark,Both
?,?,DrkStage,,?,0,none,?,?,Dark,Both
