Library ID,Game ID,Name (English),Name (Japanese),Codes,Damage,Element,Rarity,MB,Category,Version
117,57,Totem3,,DIKNQ,180,fire,3,47,Standard,Both
118,101,Sensor1,,CKLOP,100,elec,3,62,Standard,Both
119,102,Sensor2,,AGHNS,130,elec,3,70,Standard,Both
120,103,Sensor3,,BEJOP,130,elec,3,72,Standard,Both
121,133,MetaGel1,,BCDKY*,130,aqua,1,18,Standard,Both
122,134,MetaGel2,,EFGPS,130,aqua,2,28,Standard,Both
123,135,MetaGel3,,GHSTU,170,aqua,3,38,Standard,Both
124,151,Pawn,,BENRY,90,none,3,44,Standard,Both
125,152,Knight,,CHMUV,150,none,3,64,Standard,Both
126,153,Rook,,DFNQU*,0,none,3,30,Standard,Both
127,132,Team1,,ACETZ*,10,none,2,16,Standard,Both
128,169,Team2,,DLPSZ*,0,none,2,20,Standard,Both
129,99,TimeBomb,,JKLMN,150,none,3,32,Standard,Both
130,100,Mine,,ADLRS*,300,none,3,16,Standard,Both
131,75,Lance,,DEHRZ,130,wood,3,46,Standard,Both
132,131,Snake,,DEIRY,40,wood,3,20,Standard,Both
133,118,Guard,,*,40,none,1,5,Standard,Both
134,119,PanlOut1,パネルアウト1,ABDLS*,10,none,1,4,Standard,Both
135,120,PanlOut3,,CENRY*,10,none,1,7,Standard,Both
136,129,PanlGrab,パネルスチール,AHLSY*,10,none,1,10,Standard,Both
137,130,AreaGrab,アリアスチール,ELRSY*,10,none,2,15,Standard,Both
138,136,GrabBack,,AEIKN,40,none,3,10,Standard,Both
139,137,GrabRvng,,CGPRY,80,none,4,30,Standard,Both
140,141,RockCube,,ACEHR*,0,none,1,9,Standard,Both
141,142,Prism,,HJKQW,0,none,3,60,Standard,Both
142,143,Wind,,AEHOS*,0,none,1,14,Standard,Both
143,144,Fan,,AGLRT*,0,none,1,14,Standard,Both
144,170,Fanfare,,CEGLY*,0,none,3,32,Standard,Both
145,171,Discord,,DFNTZ*,0,none,3,38,Standard,Both
146,172,Timpani,,ANQUM*,0,none,3,42,Standard,Both
147,121,Recov10,リカバリー10,ACEGL*,0,none,1,5,Standard,Both
148,122,Recov30,リカバリー30,BDFHM*,0,none,1,8,Standard,Both
149,123,Recov50,リカバリー50,CEGIN*,0,none,2,14,Standard,Both
150,124,Recov80,リカバリー80,DFHJO*,0,none,2,20,Standard,Both
151,125,Recov120,リカバリー120,OQSUW*,0,none,3,35,Standard,Both
152,126,Recov150,リカバリー150,NPRTV*,0,none,3,50,Standard,Both
153,127,Recov200,リカバリー200,MNUVW,0,none,4,65,Standard,Both
154,128,Recov300,リカバリー300,ORVWZ,0,none,4,80,Standard,Both
155,159,Repair,,ACDFS*,0,none,1,8,Standard,Both
156,157,SloGauge,,ACRSZ*,0,none,3,20,Standard,Both
157,158,FstGauge,,BEJRY*,0,none,3,40,Standard,Both
158,41,Panic,,ACLRZ*,0,none,3,14,Standard,Both
159,138,Geddon1,,DJMOS*,0,none,3,10,Standard,Both
160,139,Geddon2,,FHNOW,0,none,4,50,Standard,Both
161,140,Geddon3,,CMUWY,? per second,none,4,90,Standard,Both
162,194,CopyDmg,,AFHLY*,0,none,3,18,Standard,Both
163,160,Invis,,BEFES*,0,none,3,11,Standard,Both
164,165,Shadow,,HJNQU*,0,none,3,60,Standard,Both
165,162,Mole1,,ADHJO*,0,none,1,28,Standard,Both
166,163,Mole2,,BGIKR*,0,none,2,35,Standard,Both
167,164,Mole3,,CELMQ,0,none,3,42,Standard,Both
168,168,AirShoes,,HINUY*,0,none,3,26,Standard,Both
169,173,Barrier,,CELRS*,0,none,1,7,Standard,Both
170,174,Barr100,,EJMRT*,0,none,2,25,Standard,Both
171,175,Barr200,,EFHRU,0,none,3,50,Standard,Both
172,176,Aura,,FISUY,0,none,3,55,Standard,Both
173,177,NrthWind,,ACNSZ,0,none,4,43,Standard,Both
174,166,Mettaur,,ELMOT,0,none,5,30,Standard,Both
175,167,Bunny,,ABILR,0,elec,5,32,Standard,Both
176,186,Spikey,,AEGRU,0,fire,5,34,Standard,Both
177,185,Swordy,,DIOSW,0,none,5,30,Standard,Both
178,188,Jelly,,EJLRY,0,none,5,46,Standard,Both
179,187,Mushy,,CHMSY,0,wood,5,38,Standard,Both
180,77,Momogra,,GMORU,0,none,5,38,Standard,Both
181,189,KillrEye,,EIKLR,0,none,5,50,Standard,Both
182,76,Scuttlst,,ADEMR,0,none,5,52,Standard,Both
183,161,Hole,,ABSTZ*,0,none,4,55,Standard,Both
184,178,HolyPanl,,EJLRU*,0,none,2,14,Standard,Both
185,179,LavaStge,,AERTY*,0,none,3,22,Standard,Both
186,180,IceStage,,CGMQT*,0,none,3,20,Standard,Both
187,181,GrassStg,,EJRWZ*,0,none,3,10,Standard,Both
188,182,SandStge,,BCQUW*,0,none,3,18,Standard,Both
189,183,MetlStge,,DGMOS*,0,none,3,26,Standard,Both
190,184,Snctuary,,ACELS,0,none,4,54,Standard,Both
191,191,AntiDmg,,CFHMS,100,none,3,45,Standard,Both
192,192,AntiSwrd,,BKRUY,100,none,3,68,Standard,Both
193,190,AntiNavi,,AMNVW,0,none,4,60,Standard,Both
194,193,AntiRecv,,BDEOS,0,none,3,73,Standard,Both
195,195,Atk+10,アタック＋10,*,0,none,1,4,Standard,Both
196,196,Fire+30,,*,0,none,2,20,Standard,Both
197,197,Aqua+30,,*,0,none,2,21,Standard,Both
198,198,Elec+30,,*,0,none,2,23,Standard,Both
199,199,Wood+30,,*,0,none,2,26,Standard,Both
200,200,Navi+20,,*,0,none,2,34,Standard,Both
1,202,Muramasa,,M,????,none,5,74,Mega,Both
2,207,HeroSwrd,,P,180,none,4,65,Mega,Both
3,208,ZeusHamr,,Z,250,none,5,90,Mega,Both
4,215,StandOut,,P*,220,fire,4,22,Mega,Both
5,273,Salamndr,,S*,300,fire,4,50,Mega,Both
6,216,WatrLine,,C*,180,aqua,3,18,Mega,Both
7,274,Fountain,,D*,240,aqua,3,48,Mega,Both
8,217,Ligtning,,L*,160,elec,3,30,Mega,Both
9,275,Bolt,,T*,210,elec,3,52,Mega,Both
10,218,GaiaSwrd,,G*,100,wood,3,28,Mega,Both
11,276,GaiaBlad,,G*,100,wood,4,55,Mega,Both
12,212,Meteors,,R,40,fire,4,86,Mega,Both
13,203,Guardian,,O,0,none,5,82,Mega,Both
14,204,Anubis,,A,0,none,5,90,Mega,Both
15,209,GodStone,,S,150,wood,4,66,Mega,Both
16,210,OldWood,,W,100,wood,4,72,Mega,Both
17,214,Jealousy,,J,100,none,3,64,Mega,Both
18,213,Poltrgst,,G,0,none,5,58,Mega,Both
19,201,LifeAura,,D,0,none,4,77,Mega,Both
20,211,FullCust,,*,0,none,3,10,Mega,Both
21,205,Atk+30,,*,0,none,3,50,Mega,Both
22,206,Navi+40,,*,0,none,3,60,Mega,Both
23,219,Roll V1,,R,20,none,3,10,Mega,Both
24,220,Roll V2,,R,30,none,4,22,Mega,Both
25,221,Roll V3,,R,40,none,5,34,Mega,Both
26,222,GutsMan V1,,G,50,none,3,15,Mega,Both
27,223,GutsMan V2,,G,70,none,4,41,Mega,Both
28,224,GutsMan V3,,G,90,none,5,57,Mega,Both
29,225,GutsMan V4,,G,100,none,5,63,Mega,Both
30,227,ProtoMan V1,,B,160,none,3,68,Mega,Both
31,228,ProtoMan V2,,B,180,none,4,76,Mega,Both
32,229,ProtoMan V3,,B,200,none,5,82,Mega,Both
33,230,ProtoMan V4,,B,220,none,5,90,Mega,Both
34,232,FlashMan V1,,F,50,elec,3,39,Mega,Both
35,233,FlashMan V2,,F,70,elec,4,59,Mega,Both
36,234,FlashMan V3,,F,90,elec,5,69,Mega,Both
37,235,FlashMan V4,,F,120,elec,5,79,Mega,Both
38,237,BeastMan V1,,B,40,none,3,38,Mega,Both
39,238,BeastMan V2,,B,50,none,4,60,Mega,Both
40,239,BeastMan V3,,B,60,none,5,68,Mega,Both
41,240,BeastMan V4,,B,70,none,5,76,Mega,Both
42,242,BubblMan V1,,B,20,aqua,3,50,Mega,Both
43,243,BubblMan V2,,B,20,aqua,4,62,Mega,Both
44,244,BubblMan V3,,B,20,aqua,5,74,Mega,Both
45,245,BubblMan V4,,B,20,aqua,5,80,Mega,Both
46,247,DesrtMan V1,,D,120,none,3,38,Mega,Both
47,248,DesrtMan V2,,D,140,none,4,52,Mega,Both
48,249,DesrtMan V3,,D,160,none,5,64,Mega,Both
49,250,DesrtMan V4,,D,180,none,5,72,Mega,Both
50,252,PlantMan V1,,P,20,wood,3,60,Mega,Both
51,253,PlantMan V2,,P,30,wood,4,65,Mega,Both
52,254,PlantMan V3,,P,40,wood,5,70,Mega,Both
53,255,PlantMan V4,,P,50,wood,5,75,Mega,Both
54,257,FlamMan V1,,F,120,fire,3,32,Mega,Both
55,258,FlamMan V2,,F,150,fire,4,52,Mega,Both
56,259,FlamMan V3,,F,180,fire,5,62,Mega,Both
57,260,FlamMan V4,,F,210,fire,5,72,Mega,Both
58,262,DrillMan V1,,D,70,none,3,66,Mega,Both
59,263,DrillMan V2,,D,90,none,4,70,Mega,Both
60,264,DrillMan V3,,D,110,none,5,74,Mega,Both
61,265,DrillMan V4,,D,130,none,5,78,Mega,Both
62,267,MetalMan V1,,M,100,none,3,40,Mega,Both
63,268,MetalMan V2,,M,130,none,4,60,Mega,Both
64,269,MetalMan V3,,M,160,none,5,70,Mega,Both
65,270,MetalMan V4,,M,190,none,5,80,Mega,Both
66,277,KingMan V1,,K,140,none,3,36,Mega,Both
67,278,KingMan V2,,K,170,none,4,48,Mega,Both
68,279,KingMan V3,,K,200,none,5,60,Mega,Both
69,280,KingMan V4,,K,240,none,5,72,Mega,Both
70,282,MistMan V1,,M,90,none,3,68,Mega,Both
71,283,MistMan V2,,M,110,none,4,71,Mega,Both
72,284,MistMan V3,,M,130,none,5,74,Mega,Both
73,285,MistMan V4,,M,150,none,5,77,Mega,Both
74,287,BowlMan V1,,B,100,none,3,80,Mega,Both
75,288,BowlMan V2,,B,120,none,4,82,Mega,Both
76,289,BowlMan V3,,B,140,none,5,84,Mega,Both
77,290,BowlMan V4,,B,160,none,5,86,Mega,Both
78,292,DarkMan V1,,D,30,none,3,72,Mega,Both
79,293,DarkMan V2,,D,30,none,4,76,Mega,Both
80,294,DarkMan V3,,D,30,none,5,80,Mega,Both
81,295,DarkMan V4,,D,30,none,5,84,Mega,Both
82,297,JapanMan V1,,Y,40,none,3,82,Mega,Both
83,298,JapanMan V2,,Y,45,none,4,85,Mega,Both
84,299,JapanMan V3,,Y,50,none,5,88,Mega,Both
85,300,JapanMan V4,,Y,55,none,5,91,Mega,Both
86,272,Punk,,P,180,none,5,92,Mega,Both
2,312,BassGS,,X,700,none,5,99,Giga,Both
1,303,FoldrBak,,*,0,none,5,99,Giga,Blue
2,311,Bass+,,X,550,none,5,98,Giga,Blue
3,309,DarkAura,,A,0,none,5,55,Giga,Blue
4,302,DeltaRay,,Z,220 * 3+?,none,5,92,Giga,Blue
5,310,AlphArmOmega,,V,500,none,5,97,Giga,Blue
1,304,NavRcycl,,*,0,none,5,50,Giga,White
2,306,Bass,,X,90 * ?,none,5,98,Giga,White
3,307,Serenade,,S,100 * ?,none,5,97,Giga,White
4,308,Balance,,Y,0,none,5,60,Giga,White
5,305,AlphArmSigma,,V,50 * 16,none,5,97,Giga,White
6,226,GutsMan V5,,G,120,none,5,79,Giga,Both
7,231,Protoman V5,,B,240,none,5,98,Giga,Both
8,236,FlashMan V5,,F,150,elec,5,89,Giga,Both
9,241,BeastMan V5,,B,80,none,5,84,Giga,Both
10,246,BubblMan V5,,B,20,aqua,5,86,Giga,Both
11,251,DesrtMan V5,,D,210,none,5,80,Giga,Both
12,256,PlantMan V5,,P,60,wood,5,80,Giga,Both
13,261,FlamMan V5,,F,240,fire,5,82,Giga,Both
14,266,DrillMan V5,,D,150,none,5,82,Giga,Both
15,271,MetalMan V5,,M,250,none,5,90,Giga,Both
16,281,KingMan V5,,K,280,none,5,84,Giga,Both
17,286,MistMan V5,,M,170,none,5,80,Giga,Both
18,291,BowlMan V5,,B,180,none,5,88,Giga,Both
19,296,DarkMan V5,,D,30,none,5,88,Giga,Both
20,301,JapanMan V5,,Y,60,none,5,94,Giga,Both
1,320,Z-Canon1,,ABC,40 * 3 * X,none,-,-,PA,Both
2,321,Z-Canon2,,HIJ,60 * 3 * X,none,-,-,PA,Both
3,322,Z-Canon3,,OPQ,80 * 3 * X,none,-,-,PA,Both
4,323,Z-Punch,,BCD,80 * X,none,-,-,PA,Both
5,324,Z-Strght,,OPQ,100 * X,none,-,-,PA,Both
6,325,Z-Impact,,GHI,160 * X,none,-,-,PA,Both
7,326,Z-Varibl,,BCD,160 * X,none,-,-,PA,Both
8,327,Z-Yoyo1,,CDE,40 * 3 * X,none,-,-,PA,Both
9,328,Z-Yoyo2,,HIJ,50 * 3 * X,none,-,-,PA,Both
10,329,Z-Yoyo3,,MNO,60 * 3 * X,none,-,-,PA,Both
11,330,Z-Step1,,LMN,130 * X,none,-,-,PA,Both
12,331,Z-Step2,,PQR,130 * X,none,-,-,PA,Both
13,334,BubSprd,,CDE,300,aqua,-,-,PA,Both
14,335,HeatSprd,,HIJ,300,heat,-,-,PA,Both
15,333,H-Burst,,MNO,100 * 5,none,-,-,PA,Both
16,336,LifeSwrd,,ELY,400,none,-,-,PA,Both
17,337,ElemSwrd,,NP,150 * 4,all,-,-,PA,Both
18,338,EvilCut,,P,150 * 3,none,-,-,PA,Both
19,340,HyperRat,,ACF,500,none,-,-,PA,Both
20,332,TimeBom+,,JKL,500,none,-,-,PA,Both
21,342,GelRain,,BES,150 * 6,aqua,-,-,PA,Both
22,341,EverCrse,,CL,100 * 15,none,-,-,PA,Both
23,349,MomQuake,,S*,200 * ?,none,-,-,PA,Both
24,343,PoisPhar,,A,? per second,none,-,-,PA,Both
25,344,BodyGrd,,M,100 * 18,none,-,-,PA,Both
26,345,500Barr,,ER,0,none,-,-,PA,Both
27,346,BigHeart,,R,50 * 9,none,-,-,PA,Both
28,347,GtsShoot,,G,300,none,-,-,PA,Both
29,348,DeuxHero,,B,70 * 8,none,-,-,PA,Both
30,339,2xHero,,B,70 * 10,none,-,-,PA,Both
31,350,PrixPowr,,K*,300 * 3,none,-,-,PA,Both
32,351,MstrStyl,,*,100 * 9,none,-,-,PA,Both
