Library ID,Game ID,Name (English),Name (Japanese),Codes,Damage,Element,Rarity,MB,Category,Version
107,,FireHit3,,ABC,180,fire,3,32,Standard,Both
108,,BurnSqr1,,HPV,100,fire,1,24,Standard,Both
109,,BurnSqr2,,DMT,120,fire,2,30,Standard,Both
110,,BurnSqr3,,EOZ,140,fire,3,36,Standard,Both
111,,Meteors,,R,40,fire,5,73,Standard,Both
112,,AquaNdl1,,CJP,40,aqua,1,31,Standard,Both
113,,AquaNdl2,,FKT,60,aqua,2,35,Standard,Both
114,,AquaNdl3,,ALU,80,aqua,3,39,Standard,Both
115,,BlzrdBal,,HNT,150,aqua,4,39,Standard,Both
116,,Sensor1,,JOW,100,elec,1,32,Standard,Both
117,,Sensor2,,NUY,130,elec,2,35,Standard,Both
118,,Sensor3,,IKQ,160,elec,3,38,Standard,Both
119,,Boomer,,JKT,100,wood,2,16,Standard,Both
120,,HiBoomer,,BLV,140,wood,3,26,Standard,Both
121,,M-Boomer,,IMW,170,wood,4,36,Standard,Both
122,,Lance,,*ARW,150,wood,4,42,Standard,Both
123,,HeatDrgn,,GRT,140,fire,3,40,Standard,Both
124,,ElecDrgn,,ALV,150,elec,3,40,Standard,Both
125,,AquaDrgn,,HPS,120,aqua,4,44,Standard,Both
126,,WoodDrgn,,GTV,130,wood,4,48,Standard,Both
127,,GolmHit1,,IKY,140,break,1,17,Standard,Both
128,,GolmHit2,,DPU,190,break,2,27,Standard,Both
129,,GolmHit3,,HMV,250,break,3,37,Standard,Both
130,,JustcOne,,J,220,break,5,90,Standard,Both
131,,AirSpin1,,FGR,50,wind,2,22,Standard,Both
132,,AirSpin2,,ALT,50,wind,3,29,Standard,Both
133,,AirSpin3,,NOT,50,wind,4,36,Standard,Both
134,,Wind,,*,0,wind,2,10,Standard,Both
135,,Fan,,*,0,wind,2,10,Standard,Both
136,,Magnum,,FLW,130,search,3,31,Standard,Both
137,,CircGun,,PTV,150,search,3,35,Standard,Both
138,,RockCube,,*,0,obj,1,6,Standard,Both
139,,LilBolr1,,FKL,100,obj,1,18,Standard,Both
140,,LilBolr2,,EMV,140,obj,2,23,Standard,Both
141,,LilBolr3,,GSZ,180,obj,3,28,Standard,Both
142,,AirRaid1,,GKR,10,obj,1,26,Standard,Both
143,,AirRaid2,,OTY,10,obj,2,32,Standard,Both
144,,AirRaid3,,NUZ,10,obj,3,39,Standard,Both
145,,TimeBom1,,FGH,150,obj,2,20,Standard,Both
146,,TimeBom2,,CDE,190,obj,3,30,Standard,Both
147,,TimeBom3,,LMN,230,obj,4,37,Standard,Both
148,,Mine,,AST,200,obj,3,28,Standard,Both
149,,Fanfare,,*PSZ,0,obj,2,20,Standard,Both
150,,Discord,,*AGS,0,obj,2,20,Standard,Both
151,,Timpani,,*IOT,0,obj,2,20,Standard,Both
152,,Silence,,*BRW,0,obj,2,20,Standard,Both
153,,VDoll,,*FNS,0,obj,4,39,Standard,Both
154,,Guardian,,O,200,obj,5,64,Standard,Both
155,,Anubis,,P,0,obj,5,86,Standard,Both
156,,Recover10,リカバリー10,*ADL,0,none,1,4,Standard,Both
157,,Recover30,リカバリー30,*ELQ,0,none,1,12,Standard,Both
158,,Recover50,リカバリー50,*CMP,0,none,1,18,Standard,Both
159,,Recover80,リカバリー80,*HKV,0,none,2,24,Standard,Both
160,,Recover120,リカバリー120,FPS,0,none,2,32,Standard,Both
161,,Recover150,リカバリー150,JMT,0,none,3,38,Standard,Both
162,,Recover200,リカバリー200,IQZ,0,none,3,42,Standard,Both
163,,Recover300,リカバリー300,JOY,0,none,4,48,Standard,Both
164,,PanlGrab,パネルスチール,*,0,none,1,6,Standard,Both
165,,AreaGrab,アリアスチール,*BFS,0,none,2,8,Standard,Both
166,,GrabBnsh,,BMS,0,none,3,24,Standard,Both
167,,GrabRvng,,IQZ,0,none,4,50,Standard,Both
168,,PnlRetrn,,*,0,none,2,14,Standard,Both
169,,Geddon,,*ALR,0,none,3,47,Standard,Both
170,,HolyPanl,,*ABS,0,none,2,24,Standard,Both
171,,Snctuary,,Z,0,none,5,62,Standard,Both
172,,ComingRd,,*,0,none,1,21,Standard,Both
173,,GoingRd,,*,0,none,1,21,Standard,Both
174,,SloGauge,,*ABG,0,none,3,42,Standard,Both
175,,FstGauge,,*EMR,0,none,3,48,Standard,Both
176,,FullCust,,*,0,none,4,50,Standard,Both
177,,BusterUp,,*,0,num,2,11,Standard,Both
178,,BugFix,,*KPZ,0,none,4,62,Standard,Both
179,,Invisibl,,*,0,none,3,30,Standard,Both
180,,Barrier,,*AFR,0,none,2,7,Standard,Both
181,,Barr100,,HOY,0,none,3,30,Standard,Both
182,,Barr200,,KUW,0,none,4,52,Standard,Both
183,,BubbleWrap,,IQZ,0,aqua,3,58,Standard,Both
184,,LifeAur,,U,0,none,5,70,Standard,Both
185,,MagCoil,,*,0,none,1,14,Standard,Both
186,,ColArmy,,*BGR,40,none,3,25,Standard,Both
187,,ElemTrap,,*GSU,240,none,3,42,Standard,Both
188,,AntiNavi,,*FLT,0,none,4,50,Standard,Both
189,,AntiDmg,,*GRV,100,none,3,30,Standard,Both
190,,AntiSwrd,,*ARZ,100,sword,3,33,Standard,Both
191,,AntiRecv,,*AFV,0,none,3,37,Standard,Both
192,,WhiCapsl,,*,0,none,2,30,Standard,Both
193,,Uninstll,,GLR,0,none,4,60,Standard,Both
194,,CopyDmg,,*,0,search,2,12,Standard,Both
195,,LifeSync,,*,0,search,2,12,Standard,Both
196,,Atk+10,アタック＋10,*,0,num,1,4,Standard,Both
197,,Atk+30,,*,0,num,4,66,Standard,Both
198,,Navi+20,,*,0,num,3,36,Standard,Both
199,,ColorPt,,*,0,num,2,31,Standard,Both
200,,DoublePt,,*,0,num,4,50,Standard,Both
1,,Roll,,*R,20,none,3,20,Mega,Both
2,,Roll2,,R,40,none,4,40,Mega,Both
3,,Roll3,,R,60,none,5,60,Mega,Both
4,,ProtoMan,,*B,150,sword,3,41,Mega,Both
5,,ProtoManEX,,B,170,sword,4,53,Mega,Both
6,,ProtoManSP,,B,190,sword,5,68,Mega,Both
7,,HeatMan,,*H,100,fire,3,32,Mega,Gregar
8,,HeatManEX,,H,130,fire,4,55,Mega,Gregar
9,,HeatManSP,,H,160,fire,5,70,Mega,Gregar
10,,ElecMan,,*E,120,elec,3,38,Mega,Gregar
11,,ElecManEX,,E,140,elec,4,52,Mega,Gregar
12,,ElecManSP,,E,160,elec,5,79,Mega,Gregar
13,,SlashMan,,*S,80,sword,3,42,Mega,Gregar
14,,SlashManEX,,S,100,sword,4,65,Mega,Gregar
15,,SlashManSP,,S,120,sword,5,79,Mega,Gregar
16,,EraseMan,,*K,120,search,3,51,Mega,Gregar
17,,EraseManEX,,K,140,search,4,65,Mega,Gregar
18,,EraseManSP,,K,160,search,5,79,Mega,Gregar
19,,ChargeMan,,*C,60,fire,3,42,Mega,Gregar
20,,ChargeManEX,,C,70,fire,4,63,Mega,Gregar
21,,ChargeManSP,,C,80,fire,5,81,Mega,Gregar
7,,SpoutMan,,*A,50,aqua,3,42,Mega,Falzar
8,,SpoutManEX,,A,60,aqua,4,56,Mega,Falzar
9,,SpoutManSP,,A,70,aqua,5,78,Mega,Falzar
10,,TomahawkMan,,*T,140,wood,3,40,Mega,Falzar
11,,TomahawkManEX,,T,160,wood,4,60,Mega,Falzar
12,,TomahawkManSP,,T,180,wood,5,80,Mega,Falzar
13,,TenguMan,,*T,70,wind,3,43,Mega,Falzar
14,,TenguManEX,,T,90,wind,4,61,Mega,Falzar
15,,TenguManSP,,T,110,wind,5,74,Mega,Falzar
16,,GroundMan,,*G,60,break,3,41,Mega,Falzar
17,,GroundManEX,,G,70,break,4,66,Mega,Falzar
18,,GroundManSP,,G,80,break,5,85,Mega,Falzar
19,,DustMan,,*D,110,break,3,39,Mega,Falzar
20,,DustManEX,,D,130,break,4,56,Mega,Falzar
21,,DustManSP,,D,150,break,5,74,Mega,Falzar
22,,BlastMan,,*B,120,fire,3,30,Mega,Both
23,,BlastManEX,,B,140,fire,4,49,Mega,Both
24,,BlastManSP,,B,150,fire,5,68,Mega,Both
25,,DiveMan,,*D,130,aqua,3,45,Mega,Both
26,,DiveManEX,,D,150,aqua,4,60,Mega,Both
27,,DiveManSP,,D,170,aqua,5,75,Mega,Both
28,,CircusMan,,*C,20,none,3,42,Mega,Both
29,,CircusManEX,,C,25,none,4,64,Mega,Both
30,,CircusManSP,,C,30,none,5,86,Mega,Both
31,,JudgeMan,,*J,100,elec,3,52,Mega,Both
32,,JudgeManEX,,J,120,elec,4,62,Mega,Both
33,,JudgeManSP,,J,140,elec,5,72,Mega,Both
34,,ElementMan,,*E,100,none,3,50,Mega,Both
35,,ElementManEX,,E,120,none,4,53,Mega,Both
36,,ElementManSP,,E,140,none,5,66,Mega,Both
37,,Colonel,,*C,160,sword,3,45,Mega,Both
38,,ColonelEX,,C,180,sword,4,70,Mega,Both
39,,ColonelSP,,C,200,sword,5,91,Mega,Both
40,,HackJack,,H,20,none,?,?,Mega,J
41,,HackJackEX,,H,25,none,?,?,Mega,J
42,,HackJackSP,,H,30,none,?,?,Mega,J
43,,Django,,D,-,none,?,?,Mega,J
44,,Django2,,D,-,none,?,?,Mega,J
45,,Django3,,D,-,none,?,?,Mega,J
?,,DunDelEX,,G,-,none,?,?,Secret,J
?,,Otenko,,O,-,obj,?,?,Secret,J
?,,DblBeast,,W,320,none,?,?,Secret,J
1,,Bass,,F,60,none,5,95,Giga,Gregar
2,,BigHook,,H,240,break,5,92,Giga,Gregar
3,,DeltaRay,,Z,260,sword,5,82,Giga,Gregar
4,,ColForce,,Q,30,none,5,90,Giga,Gregar
5,,BugRSwrd,,V,0,sword,5,80,Giga,Gregar
1,,BassAnly,,F,160,none,5,95,Giga,Falzar
2,,MetrKnuk,,N,100,break,5,90,Giga,Falzar
3,,CrossDiv,,D,250,none,5,93,Giga,Falzar
4,,HubBatc,,J,0,none,5,99,Giga,Falzar
5,,BgDthThd,,V,0,elec,5,80,Giga,Falzar
?,,Gregar,,X,300,none,?,?,Giga,J
?,,Falzar,,X,100,none,?,?,Giga,J
1,,SpoutMan,,*A,50,aqua,3,42,Secret,Gregar
2,,SpoutManEX,,A,60,aqua,4,56,Secret,Gregar
3,,SpoutManSP,,A,70,aqua,5,78,Secret,Gregar
4,,TomahawkMan,,*T,140,wood,3,40,Secret,Gregar
5,,TomahawkManEX,,T,160,wood,4,60,Secret,Gregar
6,,TomahawkManSP,,T,180,wood,5,80,Secret,Gregar
7,,TenguMan,,*T,70,wind,3,43,Secret,Gregar
8,,TenguManEX,,T,90,wind,4,61,Secret,Gregar
9,,TenguManSP,,T,110,wind,5,74,Secret,Gregar
10,,GroundMan,,*G,60,break,3,41,Secret,Gregar
11,,GroundManEX,,G,70,break,4,66,Secret,Gregar
12,,GroundManSP,,G,80,break,5,85,Secret,Gregar
13,,DustMan,,*D,110,break,3,39,Secret,Gregar
14,,DustManEX,,D,130,break,4,56,Secret,Gregar
15,,DustManSP,,D,150,break,5,74,Secret,Gregar
1,,HeatMan,,*H,100,fire,3,32,Secret,Falzar
2,,HeatManEX,,H,130,fire,4,55,Secret,Falzar
3,,HeatManSP,,H,160,fire,5,70,Secret,Falzar
4,,ElecMan,,*E,120,elec,3,38,Secret,Falzar
5,,ElecManEX,,E,140,elec,4,52,Secret,Falzar
6,,ElecManSP,,E,160,elec,5,79,Secret,Falzar
7,,SlashMan,,*S,80,sword,3,42,Secret,Falzar
8,,SlashManEX,,S,100,sword,4,65,Secret,Falzar
9,,SlashManSP,,S,120,sword,5,79,Secret,Falzar
10,,EraseMan,,*K,120,search,3,51,Secret,Falzar
11,,EraseManEX,,K,140,search,4,65,Secret,Falzar
12,,EraseManSP,,K,160,search,5,79,Secret,Falzar
13,,ChargeMan,,*C,60,fire,3,42,Secret,Falzar
14,,ChargeManEX,,C,70,fire,4,63,Secret,Falzar
15,,ChargeManSP,,C,80,fire,5,81,Secret,Falzar
